Packet Number,Source MAC,Destination MAC,EtherType,IP Version,Source IP,Destination IP,Header Length (bytes),Total Length (bytes),TTL,Protocol,Checksum,Flags,Fragment Offset,Identification,Source Port,Destination Port,Sequence Number,Acknowledgment Number,TCP Flags,Window Size,Urgent Pointer
831,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,37078.0,DF,0.0,17021.0,5000.0,54224.0,3740495048.0,1383687219.0,A,330.0,0.0
832,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,18319.0,DF,0.0,28536.0,54224.0,5000.0,1383726315.0,3740495048.0,A,331.0,0.0
833,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,18927.0,DF,0.0,28537.0,54224.0,5000.0,1383727763.0,3740495048.0,A,331.0,0.0
834,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,34174.0,DF,0.0,17022.0,5000.0,54224.0,3740495048.0,1383690115.0,A,330.0,0.0
835,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,16956.0,DF,0.0,28538.0,54224.0,5000.0,1383729211.0,3740495048.0,A,331.0,0.0
836,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,14994.0,DF,0.0,28539.0,54224.0,5000.0,1383730659.0,3740495048.0,A,331.0,0.0
837,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,31268.0,DF,0.0,17023.0,5000.0,54224.0,3740495048.0,1383693011.0,A,330.0,0.0
838,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,13022.0,DF,0.0,28540.0,54224.0,5000.0,1383732107.0,3740495048.0,A,331.0,0.0
839,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,11060.0,DF,0.0,28541.0,54224.0,5000.0,1383733555.0,3740495048.0,A,331.0,0.0
840,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,28363.0,DF,0.0,17024.0,5000.0,54224.0,3740495048.0,1383695907.0,A,330.0,0.0
841,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,11659.0,DF,0.0,28542.0,54224.0,5000.0,1383735003.0,3740495048.0,A,331.0,0.0
842,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,9697.0,DF,0.0,28543.0,54224.0,5000.0,1383736451.0,3740495048.0,A,331.0,0.0
843,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,25458.0,DF,0.0,17025.0,5000.0,54224.0,3740495048.0,1383698803.0,A,330.0,0.0
844,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,7725.0,DF,0.0,28544.0,54224.0,5000.0,1383737899.0,3740495048.0,A,331.0,0.0
845,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,5763.0,DF,0.0,28545.0,54224.0,5000.0,1383739347.0,3740495048.0,A,331.0,0.0
846,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,22551.0,DF,0.0,17026.0,5000.0,54224.0,3740495048.0,1383701699.0,A,330.0,0.0
847,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,3790.0,DF,0.0,28546.0,54224.0,5000.0,1383740795.0,3740495048.0,A,331.0,0.0
848,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,4398.0,DF,0.0,28547.0,54224.0,5000.0,1383742243.0,3740495048.0,A,331.0,0.0
849,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,19633.0,DF,0.0,17027.0,5000.0,54224.0,3740495048.0,1383704595.0,A,330.0,0.0
850,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,2407.0,DF,0.0,28548.0,54224.0,5000.0,1383743691.0,3740495048.0,A,331.0,0.0
851,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,445.0,DF,0.0,28549.0,54224.0,5000.0,1383745139.0,3740495048.0,A,331.0,0.0
852,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,16713.0,DF,0.0,17028.0,5000.0,54224.0,3740495048.0,1383707491.0,A,330.0,0.0
853,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,64001.0,DF,0.0,28550.0,54224.0,5000.0,1383746587.0,3740495048.0,PA,331.0,0.0
854,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,13807.0,DF,0.0,17029.0,5000.0,54224.0,3740495048.0,1383710387.0,A,330.0,0.0
855,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,62037.0,DF,0.0,28551.0,54224.0,5000.0,1383748035.0,3740495048.0,A,331.0,0.0
856,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,62645.0,DF,0.0,28552.0,54224.0,5000.0,1383749483.0,3740495048.0,A,331.0,0.0
857,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,10903.0,DF,0.0,17030.0,5000.0,54224.0,3740495048.0,1383713283.0,A,330.0,0.0
858,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,60674.0,DF,0.0,28553.0,54224.0,5000.0,1383750931.0,3740495048.0,A,331.0,0.0
859,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,58712.0,DF,0.0,28554.0,54224.0,5000.0,1383752379.0,3740495048.0,A,331.0,0.0
860,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,7997.0,DF,0.0,17031.0,5000.0,54224.0,3740495048.0,1383716179.0,A,330.0,0.0
861,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,56740.0,DF,0.0,28555.0,54224.0,5000.0,1383753827.0,3740495048.0,A,331.0,0.0
862,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,54778.0,DF,0.0,28556.0,54224.0,5000.0,1383755275.0,3740495048.0,A,331.0,0.0
863,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,5091.0,DF,0.0,17032.0,5000.0,54224.0,3740495048.0,1383719075.0,A,330.0,0.0
864,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,55376.0,DF,0.0,28557.0,54224.0,5000.0,1383756723.0,3740495048.0,A,331.0,0.0
865,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,53414.0,DF,0.0,28558.0,54224.0,5000.0,1383758171.0,3740495048.0,A,331.0,0.0
866,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,2139.0,DF,0.0,17033.0,5000.0,54224.0,3740495048.0,1383721971.0,A,330.0,0.0
867,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,51396.0,DF,0.0,28559.0,54224.0,5000.0,1383759619.0,3740495048.0,A,331.0,0.0
868,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,49434.0,DF,0.0,28560.0,54224.0,5000.0,1383761067.0,3740495048.0,A,331.0,0.0
869,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,64768.0,DF,0.0,17034.0,5000.0,54224.0,3740495048.0,1383724867.0,A,330.0,0.0
870,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,47463.0,DF,0.0,28561.0,54224.0,5000.0,1383762515.0,3740495048.0,A,331.0,0.0
871,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,48071.0,DF,0.0,28562.0,54224.0,5000.0,1383763963.0,3740495048.0,A,331.0,0.0
872,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,61867.0,DF,0.0,17035.0,5000.0,54224.0,3740495048.0,1383727763.0,A,330.0,0.0
873,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,46099.0,DF,0.0,28563.0,54224.0,5000.0,1383765411.0,3740495048.0,A,331.0,0.0
874,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,44137.0,DF,0.0,28564.0,54224.0,5000.0,1383766859.0,3740495048.0,A,331.0,0.0
875,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,42174.0,DF,0.0,28565.0,54224.0,5000.0,1383768307.0,3740495048.0,A,331.0,0.0
876,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,58962.0,DF,0.0,17036.0,5000.0,54224.0,3740495048.0,1383730659.0,A,330.0,0.0
877,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,40204.0,DF,0.0,28566.0,54224.0,5000.0,1383769755.0,3740495048.0,A,331.0,0.0
878,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,40812.0,DF,0.0,28567.0,54224.0,5000.0,1383771203.0,3740495048.0,A,331.0,0.0
879,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,56057.0,DF,0.0,17037.0,5000.0,54224.0,3740495048.0,1383733555.0,A,330.0,0.0
880,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,65056.0,DF,0.0,28568.0,54224.0,5000.0,1383772651.0,3740495048.0,A,331.0,0.0
881,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,36364.0,DF,0.0,28569.0,54224.0,5000.0,1383774099.0,3740495048.0,A,331.0,0.0
882,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,53151.0,DF,0.0,17038.0,5000.0,54224.0,3740495048.0,1383736451.0,A,330.0,0.0
883,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,34392.0,DF,0.0,28570.0,54224.0,5000.0,1383775547.0,3740495048.0,A,331.0,0.0
884,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,35000.0,DF,0.0,28571.0,54224.0,5000.0,1383776995.0,3740495048.0,A,331.0,0.0
885,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,50245.0,DF,0.0,17039.0,5000.0,54224.0,3740495048.0,1383739347.0,A,330.0,0.0
