tcp_80_connections,tcp_443_connections,udp_443_connections
"('149.198.202.136', 58424, '222.76.136.157', 80)",,
"('149.198.202.136', 60894, '213.23.207.114', 80)",,
"('161.32.24.44', 40474, '212.48.1.167', 80)",,
"('160.72.162.122', 3562, '193.44.194.188', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54287)",,
"('198.210.199.27', 80, '161.32.131.25', 48782)",,
"('164.66.219.59', 2713, '43.34.12.62', 80)",,
"('193.176.213.120', 51268, '214.206.51.74', 80)",,
"('164.66.93.88', 1059, '46.224.98.177', 80)",,
"('193.44.192.40', 80, '164.66.46.80', 3602)",,
"('149.198.202.136', 60593, '223.146.122.67', 80)",,
"('209.135.26.119', 80, '161.32.5.1', 41756)",,
"('193.188.201.199', 2217, '46.128.233.237', 80)",,
"('192.85.32.223', 47786, '213.23.207.114', 80)",,
"('182.56.80.63', 80, '218.44.155.133', 3884)",,
"('164.143.178.166', 2392, '193.44.201.172', 80)",,
"('193.188.201.182', 59638, '215.154.127.189', 80)",,
"('164.66.221.19', 1321, '46.224.98.187', 80)",,
"('92.11.240.168', 80, '161.32.168.19', 1844)",,
"('164.93.91.142', 64121, '221.236.43.119', 80)",,
"('161.33.6.87', 62758, '46.187.241.101', 80)",,
"('186.145.130.83', 48408, '52.146.79.18', 80)",,
"('164.93.57.55', 21360, '217.118.98.96', 80)",,
"('161.32.230.193', 80, '42.65.177.141', 23576)",,
"('11.43.100.20', 80, '145.120.6.233', 1548)",,
"('161.32.14.52', 80, '35.27.77.5', 45893)",,
"('92.11.240.130', 80, '161.32.7.70', 47116)",,
"('164.66.46.8', 45068, '50.215.111.162', 80)",,
"('213.1.57.139', 64225, '193.188.223.190', 80)",,
"('149.198.202.137', 62418, '95.16.80.51', 80)",,
"('149.198.202.137', 62515, '215.154.127.189', 80)",,
"('149.198.202.137', 62305, '42.65.169.120', 80)",,
"('11.43.102.91', 80, '164.88.48.129', 65009)",,
"('161.32.40.248', 50195, '46.240.209.77', 80)",,
"('164.93.10.185', 35650, '46.181.90.94', 80)",,
"('161.32.41.31', 1463, '46.224.98.177', 80)",,
"('221.224.105.200', 80, '161.32.133.174', 21173)",,
"('149.198.203.99', 65098, '215.154.127.135', 80)",,
"('186.145.201.39', 8256, '213.23.32.120', 80)",,
"('182.56.80.63', 80, '192.144.135.64', 43570)",,
"('160.72.62.71', 80, '92.200.65.234', 49088)",,
"('149.198.202.136', 60889, '42.65.138.199', 80)",,
"('149.198.203.114', 62437, '198.225.233.123', 80)",,
"('149.198.203.99', 65151, '44.134.201.52', 80)",,
"('94.64.211.249', 80, '193.188.203.82', 1210)",,
"('164.66.226.190', 54272, '92.198.144.54', 80)",,
"('164.93.70.235', 47330, '212.30.112.42', 80)",,
"('69.95.12.235', 80, '145.120.108.109', 3256)",,
"('192.114.236.80', 80, '156.100.104.142', 1441)",,
"('11.43.102.72', 80, '164.88.48.133', 63812)",,
"('161.32.180.93', 37213, '193.16.144.8', 80)",,
"('44.206.252.199', 80, '192.114.236.195', 51524)",,
"('164.66.234.91', 61305, '44.206.249.138', 80)",,
"('182.56.97.28', 2640, '11.43.102.96', 80)",,
"('161.32.5.77', 1159, '200.105.170.8', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54277)",,
"('149.198.202.137', 60573, '44.133.158.70', 80)",,
"('164.66.46.8', 55605, '222.140.19.187', 80)",,
"('193.188.203.82', 1385, '208.17.178.238', 80)",,
"('192.114.236.80', 80, '193.81.139.19', 37972)",,
"('149.198.202.137', 62232, '45.6.247.40', 80)",,
"('164.66.226.190', 54255, '92.198.144.54', 80)",,
"('11.43.102.65', 80, '164.88.48.128', 60908)",,
"('220.75.138.83', 55330, '192.114.237.209', 80)",,
"('161.32.173.69', 33831, '223.151.202.134', 80)",,
"('161.33.65.102', 49298, '45.192.0.232', 80)",,
"('161.32.0.110', 1065, '221.224.108.254', 80)",,
"('161.32.133.174', 21189, '221.224.105.200', 80)",,
"('186.145.201.39', 56450, '212.30.122.62', 80)",,
"('212.199.141.67', 80, '193.188.208.221', 4235)",,
"('192.114.238.37', 1925, '212.100.188.42', 80)",,
"('145.120.125.133', 1719, '215.198.65.166', 80)",,
"('161.33.65.102', 49205, '197.194.213.24', 80)",,
"('164.66.234.130', 80, '44.78.174.13', 10713)",,
"('94.9.55.173', 1476, '192.114.236.80', 80)",,
"('149.198.203.114', 58758, '213.23.207.114', 80)",,
"('161.32.173.69', 34569, '46.210.204.80', 80)",,
"('164.93.70.235', 47298, '212.30.112.42', 80)",,
"('186.145.104.201', 3421, '11.43.102.175', 80)",,
"('164.143.212.54', 37419, '200.147.61.134', 80)",,
"('104.165.119.1', 80, '164.143.194.41', 37829)",,
"('161.33.114.69', 53138, '167.121.202.245', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54254)",,
"('35.27.175.3', 80, '145.120.188.50', 46590)",,
"('149.198.202.136', 60472, '198.210.83.2', 80)",,
"('149.198.202.136', 60981, '46.224.98.177', 80)",,
"('44.206.252.198', 80, '193.188.254.142', 2189)",,
"('192.194.21.219', 80, '193.188.203.82', 1970)",,
"('192.125.32.97', 80, '193.188.201.199', 2223)",,
"('182.56.80.154', 29897, '221.167.56.97', 80)",,
"('172.20.32.208', 1202, '94.152.168.122', 80)",,
"('161.32.168.19', 1842, '92.11.240.168', 80)",,
"('186.145.196.25', 9302, '92.11.201.109', 80)",,
"('92.11.198.52', 80, '164.143.51.174', 42633)",,
"('92.90.79.213', 80, '145.120.5.48', 2281)",,
"('182.56.80.154', 29879, '221.167.56.76', 80)",,
"('193.44.201.172', 80, '161.32.248.150', 1161)",,
"('149.198.203.99', 65085, '46.224.98.187', 80)",,
"('46.224.98.177', 80, '193.176.203.34', 1391)",,
"('164.93.0.135', 31350, '212.30.121.177', 80)",,
"('149.198.202.136', 60756, '46.224.98.187', 80)",,
"('164.66.226.190', 54286, '92.198.144.54', 80)",,
"('198.210.162.66', 57312, '164.143.133.82', 80)",,
"('145.120.188.67', 80, '212.114.157.138', 50980)",,
"('44.206.252.199', 80, '164.143.213.195', 4876)",,
"('35.21.253.77', 80, '145.120.125.163', 56715)",,
"('69.95.12.235', 80, '145.120.108.109', 3246)",,
"('161.32.24.44', 40473, '212.48.1.167', 80)",,
"('161.32.8.4', 3968, '213.96.240.242', 80)",,
"('164.66.221.19', 1323, '46.224.98.187', 80)",,
"('193.188.224.94', 24113, '46.224.98.187', 80)",,
"('145.120.188.67', 80, '220.85.36.118', 1813)",,
"('164.93.68.134', 46440, '92.11.201.144', 80)",,
"('44.35.107.236', 80, '161.32.162.52', 1810)",,
"('160.72.170.96', 80, '92.200.36.197', 61699)",,
"('139.40.56.70', 12289, '192.114.236.80', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3386)",,
"('182.56.80.154', 25575, '11.43.102.110', 80)",,
"('35.21.253.66', 80, '161.32.88.47', 28046)",,
"('149.198.202.136', 57035, '222.76.136.153', 80)",,
"('35.21.253.66', 80, '164.188.174.110', 3631)",,
"('145.120.125.133', 1720, '11.43.100.4', 80)",,
"('192.114.236.80', 80, '53.239.112.80', 1135)",,
"('193.188.202.19', 1937, '43.36.26.148', 80)",,
"('88.165.95.49', 80, '164.88.48.135', 53423)",,
"('186.145.177.144', 3451, '212.18.193.166', 80)",,
"('46.224.98.187', 80, '145.120.110.232', 2201)",,
"('218.34.205.196', 80, '164.88.48.132', 57816)",,
"('161.32.24.44', 40443, '209.135.26.119', 80)",,
"('149.198.149.188', 80, '152.46.249.71', 33724)",,
"('221.224.105.200', 80, '161.32.133.174', 21176)",,
"('201.210.241.120', 54396, '92.200.3.212', 80)",,
"('161.32.248.150', 1157, '45.171.169.60', 80)",,
"('92.11.240.168', 80, '161.32.38.100', 40890)",,
"('161.33.114.70', 55825, '48.185.249.58', 80)",,
"('193.188.201.199', 1179, '44.206.252.198', 80)",,
"('182.56.80.154', 62942, '11.43.102.123', 80)",,
"('149.198.202.137', 61961, '146.146.63.124', 80)",,
"('164.93.58.28', 2499, '47.241.12.212', 80)",,
"('186.145.135.176', 57776, '11.43.102.25', 80)",,
"('160.26.149.249', 21649, '107.10.152.224', 80)",,
"('149.198.202.137', 62374, '192.182.105.21', 80)",,
"('11.43.100.0', 80, '164.143.80.38', 3216)",,
"('44.206.252.141', 80, '193.188.201.171', 46586)",,
"('69.95.12.235', 80, '145.120.108.109', 3259)",,
"('149.198.202.137', 62466, '200.86.149.196', 80)",,
"('164.66.235.92', 50239, '214.236.139.242', 80)",,
"('164.93.0.135', 31359, '212.30.121.177', 80)",,
"('192.114.236.80', 80, '177.30.115.77', 1196)",,
"('192.85.7.165', 42962, '198.73.110.217', 80)",,
"('209.83.219.170', 80, '193.188.203.82', 1977)",,
"('164.93.70.235', 47332, '212.30.112.42', 80)",,
"('149.198.202.136', 60940, '202.177.250.213', 80)",,
"('92.198.149.97', 42126, '164.66.90.37', 80)",,
"('186.145.176.228', 19022, '35.3.228.134', 80)",,
"('164.143.133.1', 80, '198.141.145.247', 3920)",,
"('11.43.100.83', 80, '193.188.201.199', 2209)",,
"('46.224.123.88', 46659, '164.66.234.200', 80)",,
"('161.32.88.218', 46189, '69.64.1.95', 80)",,
"('149.198.202.136', 59006, '44.206.249.1', 80)",,
"('46.224.114.64', 62373, '164.66.234.15', 80)",,
"('213.123.183.108', 80, '161.32.248.150', 1152)",,
"('161.32.65.172', 1657, '214.206.51.77', 80)",,
"('35.21.253.66', 80, '161.32.57.191', 3675)",,
"('160.72.170.96', 80, '92.200.36.197', 61388)",,
"('46.224.98.177', 80, '164.66.46.80', 3607)",,
"('182.56.80.154', 29868, '212.18.193.167', 80)",,
"('172.20.34.237', 2871, '47.161.114.196', 80)",,
"('149.198.149.188', 80, '152.46.249.71', 34002)",,
"('164.66.48.225', 55047, '208.70.31.50', 80)",,
"('46.224.123.88', 46622, '164.66.234.200', 80)",,
"('149.198.202.137', 62528, '215.154.127.135', 80)",,
"('186.145.101.153', 49648, '193.44.201.172', 80)",,
"('172.20.32.179', 3394, '214.4.214.144', 80)",,
"('164.93.62.0', 56551, '35.3.240.12', 80)",,
"('45.171.216.174', 80, '161.32.81.203', 61343)",,
"('163.192.169.254', 80, '164.66.153.222', 45296)",,
"('149.198.202.136', 60758, '46.210.196.200', 80)",,
"('186.145.145.7', 3194, '193.44.201.172', 80)",,
"('149.198.202.136', 60768, '222.9.85.15', 80)",,
"('35.27.77.5', 45893, '161.32.14.52', 80)",,
"('164.93.70.235', 47356, '212.30.112.42', 80)",,
"('200.105.170.8', 80, '193.188.201.199', 1710)",,
"('161.32.38.70', 80, '212.36.40.221', 3376)",,
"('192.114.237.209', 80, '220.75.138.83', 55328)",,
"('149.198.202.136', 59069, '215.198.85.206', 80)",,
"('186.145.218.115', 16893, '11.43.102.40', 80)",,
"('49.86.114.127', 80, '193.188.203.82', 1911)",,
"('164.93.57.193', 56750, '46.181.90.94', 80)",,
"('198.210.162.76', 35881, '164.66.244.248', 80)",,
"('45.171.217.78', 80, '145.120.33.22', 4116)",,
"('164.93.91.29', 80, '193.198.72.64', 51145)",,
"('149.198.149.188', 80, '152.46.249.71', 33714)",,
"('164.93.222.192', 1137, '11.43.102.85', 80)",,
"('149.198.165.4', 80, '222.81.79.229', 49371)",,
"('88.165.95.4', 80, '164.88.48.135', 53510)",,
"('48.204.30.62', 62861, '145.120.188.50', 80)",,
"('193.176.213.120', 51323, '46.224.98.187', 80)",,
"('214.204.142.120', 80, '193.188.201.182', 37371)",,
"('212.48.1.167', 80, '161.32.24.44', 40474)",,
"('164.93.34.16', 63882, '46.56.122.165', 80)",,
"('149.198.202.136', 60795, '222.9.85.15', 80)",,
"('161.32.65.172', 1665, '46.224.98.177', 80)",,
"('193.242.32.117', 80, '161.32.131.65', 2646)",,
"('203.5.4.248', 42861, '192.114.235.26', 80)",,
"('149.198.161.93', 1457, '215.154.127.135', 80)",,
"('44.35.97.44', 80, '161.32.196.178', 34459)",,
"('212.102.202.149', 80, '161.32.202.70', 4884)",,
"('213.96.240.242', 80, '161.32.8.4', 3978)",,
"('182.56.80.63', 80, '192.4.197.79', 45758)",,
"('69.68.216.198', 80, '161.32.9.231', 1964)",,
"('35.27.192.9', 42600, '164.66.234.130', 80)",,
"('192.114.237.209', 80, '220.75.138.83', 55305)",,
"('192.114.235.26', 80, '212.138.117.186', 58067)",,
"('192.114.236.80', 80, '194.138.45.167', 1525)",,
"('164.93.10.185', 36262, '11.43.102.100', 80)",,
"('164.93.70.235', 47324, '212.30.112.42', 80)",,
"('161.32.65.172', 1533, '214.206.51.57', 80)",,
"('149.198.202.137', 62521, '215.102.171.210', 80)",,
"('35.3.204.129', 80, '161.32.0.115', 3707)",,
"('149.198.202.137', 60886, '213.23.207.114', 80)",,
"('161.32.74.147', 2163, '152.10.152.158', 80)",,
"('160.26.37.193', 45190, '213.123.183.108', 80)",,
"('193.188.201.182', 49544, '46.224.98.187', 80)",,
"('161.33.114.70', 59646, '194.209.53.117', 80)",,
"('192.114.236.195', 51524, '44.206.252.199', 80)",,
"('149.198.202.137', 62468, '44.206.252.141', 80)",,
"('149.198.149.188', 80, '152.46.249.71', 33956)",,
"('192.85.32.223', 47993, '213.23.207.114', 80)",,
"('182.56.80.154', 25577, '11.43.102.110', 80)",,
"('186.145.104.201', 3442, '11.43.102.85', 80)",,
"('216.2.55.235', 19838, '192.114.235.26', 80)",,
"('92.11.240.130', 80, '164.66.65.12', 1950)",,
"('192.114.235.166', 80, '212.1.38.38', 58051)",,
"('161.32.177.68', 3006, '44.206.252.163', 80)",,
"('145.120.132.151', 34069, '212.82.73.0', 80)",,
"('120.165.38.44', 80, '193.188.224.94', 23989)",,
"('192.85.32.223', 47911, '192.104.71.193', 80)",,
"('149.198.231.98', 80, '46.224.114.12', 39254)",,
"('192.85.7.179', 45983, '193.86.21.40', 80)",,
"('161.32.133.174', 21181, '221.224.105.200', 80)",,
"('145.120.5.48', 2272, '35.165.70.240', 80)",,
"('193.176.24.117', 80, '221.5.127.207', 4501)",,
"('161.32.13.73', 1284, '214.21.54.159', 80)",,
"('145.120.72.149', 1669, '223.105.162.120', 80)",,
"('160.72.0.122', 3634, '212.82.116.194', 80)",,
"('161.32.13.127', 1597, '201.130.197.86', 80)",,
"('215.198.85.241', 80, '145.120.78.55', 1095)",,
"('149.198.202.136', 60862, '198.119.52.106', 80)",,
"('213.23.207.114', 80, '193.188.201.199', 2260)",,
"('186.145.129.153', 1656, '52.144.27.81', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3366)",,
"('193.188.201.199', 2115, '199.5.115.176', 80)",,
"('161.32.242.15', 60587, '44.206.252.199', 80)",,
"('192.114.235.26', 80, '92.178.63.196', 2905)",,
"('161.32.173.0', 2294, '199.98.138.179', 80)",,
"('149.198.202.136', 58430, '11.43.100.101', 80)",,
"('149.198.149.188', 80, '194.152.50.45', 37973)",,
"('193.176.214.220', 2987, '192.77.128.162', 80)",,
"('161.32.173.69', 34657, '46.210.204.80', 80)",,
"('193.188.202.233', 57021, '44.206.249.138', 80)",,
"('164.66.46.8', 80, '214.28.137.81', 2240)",,
"('164.93.41.167', 46357, '192.182.115.227', 80)",,
"('161.32.16.109', 2640, '169.43.130.30', 80)",,
"('161.32.248.150', 1163, '89.173.117.88', 80)",,
"('164.93.70.235', 47290, '212.30.112.42', 80)",,
"('182.56.80.154', 29866, '92.11.250.40', 80)",,
"('193.188.203.82', 3579, '11.43.100.8', 80)",,
"('164.93.165.92', 80, '46.224.120.174', 56000)",,
"('44.77.209.90', 80, '193.188.201.199', 2201)",,
"('164.66.226.190', 54295, '92.198.144.54', 80)",,
"('164.93.86.99', 45039, '11.43.102.40', 80)",,
"('164.93.10.185', 36198, '11.43.102.22', 80)",,
"('164.66.93.88', 1048, '46.224.101.186', 80)",,
"('193.188.201.171', 46799, '209.83.219.170', 80)",,
"('160.72.11.25', 7591, '212.82.64.37', 80)",,
"('161.32.177.68', 3005, '46.224.98.177', 80)",,
"('152.10.130.179', 80, '193.176.203.32', 1473)",,
"('192.85.7.165', 42947, '95.159.248.95', 80)",,
"('213.96.240.242', 80, '161.32.8.4', 3968)",,
"('149.198.202.136', 60722, '44.206.252.198', 80)",,
"('46.255.15.101', 80, '161.32.193.100', 3734)",,
"('161.32.173.69', 34609, '46.210.204.80', 80)",,
"('149.198.202.137', 59738, '44.206.252.199', 80)",,
"('32.173.186.145', 1603, '192.114.236.80', 80)",,
"('192.3.18.81', 80, '193.176.213.98', 3999)",,
"('193.176.203.32', 1472, '152.10.130.179', 80)",,
"('161.32.4.138', 4254, '193.44.201.172', 80)",,
"('44.206.249.1', 80, '164.143.209.149', 2894)",,
"('182.56.80.63', 80, '89.81.212.148', 4176)",,
"('164.93.70.235', 47358, '212.30.112.42', 80)",,
"('44.108.149.56', 80, '193.188.203.82', 2985)",,
"('92.11.198.52', 80, '161.32.196.51', 2200)",,
"('201.210.241.120', 54405, '92.200.3.212', 80)",,
"('161.32.66.3', 49856, '213.80.58.233', 80)",,
"('193.176.24.117', 80, '221.5.127.207', 4455)",,
"('193.176.27.234', 80, '46.224.120.236', 64288)",,
"('149.198.149.188', 80, '152.46.249.71', 33308)",,
"('161.32.174.145', 2155, '203.177.197.47', 80)",,
"('164.66.226.190', 54287, '92.198.144.54', 80)",,
"('145.120.4.34', 2764, '193.44.201.172', 80)",,
"('160.26.149.249', 21679, '107.10.152.224', 80)",,
"('164.93.10.185', 33885, '193.44.201.172', 80)",,
"('161.32.173.69', 34043, '212.198.144.48', 80)",,
"('161.32.9.231', 1964, '69.68.216.198', 80)",,
"('92.11.240.153', 80, '164.143.180.77', 1352)",,
"('164.66.234.130', 80, '35.27.66.136', 44831)",,
"('145.120.106.39', 49388, '222.254.167.105', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3356)",,
"('192.114.237.209', 80, '220.75.138.83', 55308)",,
"('44.206.252.199', 80, '193.188.201.171', 46793)",,
"('214.206.51.136', 80, '161.32.65.172', 1652)",,
"('182.56.80.63', 80, '218.44.155.133', 3883)",,
"('213.96.240.157', 80, '161.32.8.4', 3970)",,
"('186.145.104.201', 3441, '11.43.102.85', 80)",,
"('50.165.33.99', 1071, '192.114.236.80', 80)",,
"('161.32.248.96', 2514, '213.80.51.32', 80)",,
"('149.198.149.188', 80, '152.46.249.71', 33694)",,
"('88.164.75.117', 1282, '192.114.235.26', 80)",,
"('218.233.161.189', 3958, '193.188.201.31', 80)",,
"('182.56.80.154', 53792, '213.123.187.90', 80)",,
"('160.26.149.253', 37959, '95.16.91.1', 80)",,
"('161.32.168.19', 1843, '92.11.240.168', 80)",,
"('193.188.208.221', 4232, '212.199.141.67', 80)",,
"('164.93.0.135', 31331, '212.30.121.177', 80)",,
"('145.120.126.184', 2845, '46.224.98.187', 80)",,
"('44.35.107.236', 80, '161.32.196.204', 22525)",,
"('193.188.203.82', 3923, '44.108.147.85', 80)",,
"('164.93.70.235', 47306, '212.30.112.42', 80)",,
"('161.32.177.34', 33611, '199.98.134.48', 80)",,
"('193.188.203.82', 2783, '44.108.159.1', 80)",,
"('43.34.12.62', 80, '164.66.219.59', 2714)",,
"('149.198.202.136', 60743, '215.154.127.135', 80)",,
"('145.120.108.109', 3265, '69.95.12.235', 80)",,
"('161.32.17.242', 80, '220.64.103.6', 2345)",,
"('149.198.202.137', 62311, '44.206.252.199', 80)",,
"('149.198.202.137', 62454, '44.213.83.89', 80)",,
"('186.145.215.37', 50235, '35.3.240.34', 80)",,
"('161.33.45.212', 58444, '50.169.36.110', 80)",,
"('145.120.188.67', 80, '212.85.200.151', 54666)",,
"('164.93.45.56', 1561, '11.43.102.22', 80)",,
"('193.188.203.82', 1975, '92.11.240.172', 80)",,
"('198.152.15.67', 39108, '161.32.17.242', 80)",,
"('164.66.88.137', 80, '32.163.67.27', 3465)",,
"('149.198.208.5', 80, '45.170.54.8', 3966)",,
"('193.176.24.122', 47432, '11.43.102.51', 80)",,
"('45.171.169.60', 80, '161.32.248.150', 1157)",,
"('46.224.123.88', 46836, '164.66.234.200', 80)",,
"('193.188.201.171', 46791, '213.23.207.114', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54299)",,
"('192.114.236.80', 80, '218.36.85.109', 1092)",,
"('42.65.141.114', 80, '193.188.201.199', 2219)",,
"('192.114.236.80', 80, '94.102.191.50', 1094)",,
"('186.145.67.114', 41879, '46.180.20.133', 80)",,
"('161.32.133.174', 21183, '221.224.105.200', 80)",,
"('186.145.201.39', 56448, '212.30.122.62', 80)",,
"('46.224.98.187', 80, '161.32.168.64', 2949)",,
"('214.225.89.0', 80, '164.66.46.8', 59269)",,
"('161.32.94.4', 41178, '209.135.26.119', 80)",,
"('161.32.204.197', 80, '33.225.173.140', 35233)",,
"('160.72.62.71', 80, '92.200.65.234', 49087)",,
"('42.65.172.118', 80, '145.120.125.133', 1718)",,
"('164.93.41.167', 46341, '92.11.198.52', 80)",,
"('35.21.253.77', 80, '145.120.83.63', 42310)",,
"('220.75.138.83', 55303, '192.114.237.209', 80)",,
"('164.66.48.225', 55049, '120.160.134.0', 80)",,
"('46.224.114.64', 60775, '164.66.234.15', 80)",,
"('213.167.25.19', 39077, '192.114.238.182', 80)",,
"('46.224.123.88', 46699, '164.66.234.200', 80)",,
"('192.114.236.80', 80, '42.234.37.211', 1956)",,
"('161.32.38.70', 80, '46.224.123.25', 54043)",,
"('164.66.234.130', 80, '49.40.156.33', 64264)",,
"('164.93.0.135', 31340, '212.30.121.177', 80)",,
"('161.32.12.92', 1555, '215.202.84.11', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54276)",,
"('149.198.202.137', 62522, '222.9.85.15', 80)",,
"('186.145.208.211', 46389, '45.6.239.183', 80)",,
"('182.56.96.179', 2453, '218.34.141.52', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3346)",,
"('220.75.138.83', 55310, '192.114.236.27', 80)",,
"('161.32.166.180', 53557, '193.8.117.53', 80)",,
"('88.164.75.117', 1289, '192.114.235.26', 80)",,
"('164.93.81.84', 47188, '11.43.102.85', 80)",,
"('161.32.74.61', 54220, '204.184.190.73', 80)",,
"('149.198.202.137', 56729, '44.206.249.1', 80)",,
"('11.43.100.20', 80, '145.120.2.112', 37737)",,
"('149.198.202.137', 62512, '44.206.224.67', 80)",,
"('2002:90f3:2860::53df:6d54', 1084, '2001:34ca:bb:9e:8c13:28ff:c953:b2c5', 80)",,
"('161.32.177.35', 4642, '198.210.199.19', 80)",,
"('88.165.95.59', 80, '164.88.48.135', 53431)",,
"('164.66.91.191', 80, '42.65.177.182', 31196)",,
"('221.224.105.200', 80, '161.32.133.174', 21185)",,
"('164.66.222.43', 1073, '46.74.59.66', 80)",,
"('88.165.95.48', 80, '164.88.48.135', 53429)",,
"('214.204.142.120', 80, '193.188.201.182', 51570)",,
"('192.114.236.80', 80, '193.110.235.45', 41791)",,
"('161.32.94.4', 41176, '222.76.136.169', 80)",,
"('164.93.10.185', 36256, '11.43.102.100', 80)",,
"('161.32.133.174', 21192, '221.224.105.200', 80)",,
"('192.182.105.95', 80, '193.188.201.171', 46781)",,
"('193.188.224.94', 23961, '120.165.38.44', 80)",,
"('198.210.78.147', 80, '164.143.215.148', 3376)",,
"('223.105.162.117', 80, '193.188.203.82', 1598)",,
"('149.198.202.136', 60875, '199.5.115.163', 80)",,
"('164.93.242.21', 49258, '193.44.201.172', 80)",,
"('145.120.108.109', 3257, '69.95.12.235', 80)",,
"('145.120.112.186', 1573, '163.192.23.32', 80)",,
"('164.143.194.41', 37828, '104.165.119.1', 80)",,
"('192.114.236.27', 63234, '45.68.52.36', 80)",,
"('192.114.236.27', 80, '220.75.138.83', 55309)",,
"('149.198.202.137', 62396, '192.182.105.16', 80)",,
"('44.206.252.199', 80, '145.120.163.0', 4784)",,
"('35.21.253.66', 80, '164.66.131.50', 39684)",,
"('92.198.144.54', 80, '164.66.226.190', 54289)",,
"('164.66.234.15', 80, '46.224.114.64', 60775)",,
"('44.46.75.178', 80, '164.88.48.132', 57868)",,
"('160.26.149.249', 21681, '107.10.152.224', 80)",,
"('214.206.94.43', 3115, '192.114.236.80', 80)",,
"('213.23.207.182', 80, '164.143.169.37', 4257)",,
"('149.198.202.136', 59772, '215.154.127.189', 80)",,
"('161.32.9.231', 1966, '69.68.216.198', 80)",,
"('44.112.27.99', 80, '193.188.201.182', 29820)",,
"('161.32.133.174', 21175, '221.224.105.200', 80)",,
"('149.198.202.137', 58943, '46.224.98.187', 80)",,
"('164.66.100.10', 4326, '95.1.82.178', 80)",,
"('149.198.202.137', 62381, '44.206.252.141', 80)",,
"('161.32.5.1', 41756, '209.135.26.119', 80)",,
"('92.11.240.168', 80, '161.32.168.19', 1846)",,
"('198.210.73.173', 80, '161.32.12.92', 1557)",,
"('193.176.213.120', 51324, '214.206.51.56', 80)",,
"('44.206.252.46', 80, '161.32.177.74', 26799)",,
"('161.32.38.70', 80, '194.184.109.64', 24648)",,
"('160.26.216.171', 63311, '221.167.56.23', 80)",,
"('161.32.49.69', 37384, '209.135.26.119', 80)",,
"('149.198.149.188', 80, '221.2.19.202', 1997)",,
"('192.85.10.60', 60059, '213.23.207.114', 80)",,
"('160.26.149.249', 21664, '107.10.152.224', 80)",,
"('218.34.48.0', 80, '161.32.8.4', 3816)",,
"('161.32.40.248', 50192, '46.240.209.77', 80)",,
"('186.145.106.140', 50305, '193.44.195.51', 80)",,
"('186.145.217.103', 61831, '193.44.193.116', 80)",,
"('164.93.70.235', 47308, '212.30.112.42', 80)",,
"('145.120.5.81', 3072, '192.144.223.213', 80)",,
"('164.93.87.124', 43737, '193.44.201.172', 80)",,
"('149.198.202.136', 60969, '222.9.85.15', 80)",,
"('200.105.170.8', 80, '161.32.5.77', 1159)",,
"('193.176.213.120', 51321, '222.252.75.167', 80)",,
"('161.32.5.97', 80, '46.224.120.192', 49162)",,
"('149.198.202.137', 59171, '222.16.225.37', 80)",,
"('192.114.235.26', 80, '192.28.41.250', 52406)",,
"('182.56.80.154', 23344, '11.43.102.110', 80)",,
"('160.72.169.184', 32813, '11.43.102.91', 80)",,
"('145.120.188.67', 80, '220.91.23.124', 24642)",,
"('198.210.216.52', 80, '164.66.226.190', 54269)",,
"('161.32.2.115', 35405, '44.35.85.38', 80)",,
"('88.164.75.117', 1281, '192.114.235.26', 80)",,
"('186.145.215.37', 50237, '35.3.240.34', 80)",,
"('149.198.205.26', 80, '46.78.7.5', 4638)",,
"('11.43.102.72', 80, '164.88.48.132', 57915)",,
"('46.224.120.192', 48929, '161.32.5.97', 80)",,
"('164.66.235.93', 38915, '214.4.197.42', 80)",,
"('221.224.105.200', 80, '161.32.133.174', 21175)",,
"('164.66.48.251', 3078, '44.206.249.194', 80)",,
"('46.224.114.219', 56775, '161.32.58.26', 80)",,
"('44.206.252.163', 80, '161.32.5.77', 1190)",,
"('145.120.188.67', 80, '193.17.63.2', 64370)",,
"('149.198.149.188', 80, '152.46.249.71', 34168)",,
"('186.145.50.198', 53964, '11.43.102.37', 80)",,
"('35.21.253.77', 80, '164.216.96.118', 15728)",,
"('192.85.32.223', 47810, '213.23.207.114', 80)",,
"('192.114.236.6', 80, '220.75.138.83', 55295)",,
"('209.83.219.170', 80, '193.188.203.82', 1891)",,
"('149.198.202.137', 62279, '43.36.228.250', 80)",,
"('192.64.231.23', 61307, '192.114.236.80', 80)",,
"('186.145.218.115', 16802, '46.224.101.63', 80)",,
"('149.198.202.136', 60658, '196.18.14.19', 80)",,
"('208.70.31.50', 80, '164.66.48.225', 55048)",,
"('69.95.12.235', 80, '145.120.108.109', 3258)",,
"('195.172.89.208', 46700, '192.114.235.26', 80)",,
"('35.21.253.77', 80, '145.120.140.13', 15082)",,
